DATE,YEAR,MONTH,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
1991-11-30,1991,11,Arghakhanchi,27.9,83.2,2.03,93.77,4.88,35.95,17.71,2.16,25.05,13.24,11.81,15.71,2.27,3.89,0.89,3.0,3.06,4.37,1.04,3.34
1991-12-31,1991,12,Arghakhanchi,27.9,83.2,34.19,93.8,4.45,40.19,14.75,0.71,21.68,10.64,11.05,12.55,2.15,3.73,0.84,2.89,2.93,4.33,1.05,3.28
1992-01-31,1992,1,Arghakhanchi,27.9,83.2,1.3,93.86,4.08,37.98,13.95,-0.3,21.26,9.11,12.15,11.85,2.2,4.11,0.8,3.31,2.9,4.57,0.93,3.64
1992-02-29,1992,2,Arghakhanchi,27.9,83.2,2.49,93.47,3.49,30.56,15.14,-2.46,23.21,9.56,13.64,13.97,2.77,5.16,0.97,4.19,3.73,5.91,1.08,4.83
1992-03-31,1992,3,Arghakhanchi,27.9,83.2,0.69,93.17,3.64,19.07,23.0,-1.95,31.71,15.96,15.75,22.81,4.73,8.65,2.05,6.6,6.58,10.16,3.08,7.08
1992-04-30,1992,4,Arghakhanchi,27.9,83.2,0.07,93.0,3.77,14.74,28.04,-1.64,36.57,20.35,16.22,28.67,4.47,7.6,2.11,5.49,6.15,8.82,3.17,5.65
1992-05-31,1992,5,Arghakhanchi,27.9,83.2,18.79,92.78,6.24,23.93,29.12,4.8,36.41,21.83,14.58,30.34,3.37,5.72,1.21,4.51,4.41,6.58,1.67,4.91
1992-06-30,1992,6,Arghakhanchi,27.9,83.2,114.2,92.43,11.34,38.57,30.64,13.41,36.75,24.66,12.09,32.06,2.87,4.59,1.08,3.51,3.69,5.3,1.57,3.73
1992-07-31,1992,7,Arghakhanchi,27.9,83.2,191.76,92.53,16.0,64.97,27.71,19.85,32.36,23.62,8.74,28.43,3.17,5.22,1.18,4.04,4.27,6.04,2.01,4.02
1992-08-31,1992,8,Arghakhanchi,27.9,83.2,210.4,92.7,17.99,78.76,26.04,21.94,29.88,22.9,6.97,26.41,2.64,4.35,1.18,3.16,3.74,5.03,2.24,2.79
1992-09-30,1992,9,Arghakhanchi,27.9,83.2,129.01,92.92,16.13,74.37,25.19,20.16,29.7,21.61,8.09,25.34,2.27,3.91,0.83,3.09,3.13,4.61,1.37,3.24
1992-10-31,1992,10,Arghakhanchi,27.9,83.2,85.16,93.34,10.47,56.82,22.43,13.08,28.18,18.07,10.1,21.58,2.09,3.13,0.9,2.23,2.9,4.28,1.14,3.14
1992-11-30,1992,11,Arghakhanchi,27.9,83.2,2.35,93.78,6.57,45.22,18.69,6.31,25.61,14.08,11.54,17.07,2.13,3.43,0.68,2.75,2.88,4.14,0.83,3.3
1992-12-31,1992,12,Arghakhanchi,27.9,83.2,0.13,93.9,4.15,36.61,14.91,-0.01,22.05,10.47,11.58,12.35,2.01,3.54,0.72,2.82,2.61,3.98,0.79,3.19
1993-01-31,1993,1,Arghakhanchi,27.9,83.2,4.89,93.63,3.87,37.3,13.51,-1.33,21.37,8.62,12.75,11.74,2.59,5.15,0.8,4.35,3.6,5.95,1.05,4.9
1993-02-28,1993,2,Arghakhanchi,27.9,83.2,3.37,93.56,3.33,24.17,17.92,-3.33,25.73,12.33,13.41,16.3,2.48,4.35,0.81,3.54,3.26,4.91,1.05,3.86
1993-03-31,1993,3,Arghakhanchi,27.9,83.2,34.58,93.4,4.09,26.78,19.88,-0.61,27.99,13.64,14.35,19.46,3.52,6.25,1.53,4.71,4.81,7.24,2.21,5.03
1993-04-30,1993,4,Arghakhanchi,27.9,83.2,11.29,93.14,5.06,22.75,25.96,2.33,34.03,18.8,15.22,26.25,3.14,5.27,1.2,4.07,4.19,6.4,1.66,4.74
1993-05-31,1993,5,Arghakhanchi,27.9,83.2,24.98,92.72,6.76,24.18,30.01,5.81,37.45,22.45,15.0,31.28,3.13,5.25,1.09,4.16,4.01,5.99,1.49,4.5
1993-06-30,1993,6,Arghakhanchi,27.9,83.2,144.28,92.47,12.69,44.44,30.25,15.9,36.2,24.57,11.63,31.68,2.81,4.77,0.93,3.83,3.61,5.47,1.4,4.07
1993-07-31,1993,7,Arghakhanchi,27.9,83.2,171.67,92.41,17.19,65.21,28.48,21.16,33.17,24.32,8.86,29.59,3.24,5.2,1.43,3.77,4.27,5.88,2.32,3.56
1993-08-31,1993,8,Arghakhanchi,27.9,83.2,139.84,92.55,17.49,71.29,27.28,21.45,31.79,23.45,8.34,28.05,2.36,4.13,0.8,3.33,3.13,4.64,1.38,3.25
1993-09-30,1993,9,Arghakhanchi,27.9,83.2,151.66,92.98,16.56,81.87,24.06,20.63,27.72,21.24,6.48,24.16,2.6,4.34,1.12,3.23,3.81,5.31,1.98,3.33
1993-10-31,1993,10,Arghakhanchi,27.9,83.2,1.48,93.46,8.9,45.76,22.91,9.77,29.53,17.93,11.6,21.73,2.05,3.65,0.55,3.1,2.64,3.97,0.62,3.35
1993-11-30,1993,11,Arghakhanchi,27.9,83.2,0.38,93.64,5.16,34.48,19.09,2.78,26.45,14.13,12.32,16.96,2.1,3.64,0.76,2.89,2.73,4.03,0.85,3.19
1993-12-31,1993,12,Arghakhanchi,27.9,83.2,0.0,93.83,2.9,24.65,15.47,-4.54,23.14,10.84,12.31,12.09,1.98,3.58,0.71,2.86,2.52,3.72,0.8,2.92
1994-01-31,1994,1,Arghakhanchi,27.9,83.2,22.35,93.61,3.96,33.76,15.58,-1.12,23.43,10.61,12.82,13.69,2.47,4.61,0.85,3.76,3.35,5.16,1.1,4.06
1994-02-28,1994,2,Arghakhanchi,27.9,83.2,9.05,93.47,3.84,32.22,15.94,-1.38,23.91,10.43,13.48,14.91,2.8,5.34,0.98,4.36,3.74,5.84,1.16,4.67
1994-03-31,1994,3,Arghakhanchi,27.9,83.2,1.9,93.21,3.31,17.06,23.27,-2.99,32.11,16.06,16.05,22.78,3.38,6.2,1.28,4.92,4.57,7.15,1.67,5.48
1994-04-30,1994,4,Arghakhanchi,27.9,83.2,3.34,93.07,4.12,17.48,26.76,-0.49,34.83,19.54,15.29,27.57,3.52,6.39,1.31,5.08,4.71,7.26,1.75,5.51
1994-05-31,1994,5,Arghakhanchi,27.9,83.2,6.15,92.75,6.71,22.38,30.84,6.06,38.22,23.46,14.76,32.38,3.31,5.54,1.35,4.19,4.27,6.24,1.86,4.38
1994-06-30,1994,6,Arghakhanchi,27.9,83.2,113.07,92.28,13.19,45.2,30.99,15.63,36.48,25.71,10.77,32.7,2.92,4.92,0.88,4.04,3.6,5.45,1.33,4.12
1994-07-31,1994,7,Arghakhanchi,27.9,83.2,240.29,92.35,17.88,69.55,28.06,21.78,32.34,24.23,8.12,28.97,2.76,4.54,1.07,3.47,3.71,5.22,1.92,3.3
1994-08-31,1994,8,Arghakhanchi,27.9,83.2,125.37,92.61,18.45,76.85,26.87,22.32,30.77,23.61,7.16,27.3,2.51,4.29,0.91,3.38,3.57,5.18,1.65,3.53
1994-09-30,1994,9,Arghakhanchi,27.9,83.2,157.56,92.96,15.81,73.62,24.96,19.74,29.59,21.42,8.16,25.07,2.43,4.27,0.83,3.43,3.44,5.15,1.38,3.77
1994-10-31,1994,10,Arghakhanchi,27.9,83.2,5.57,93.47,8.73,47.34,22.43,10.25,29.04,17.55,11.49,21.32,2.12,3.7,0.73,2.96,2.79,4.13,0.92,3.21
1994-11-30,1994,11,Arghakhanchi,27.9,83.2,0.12,93.83,5.36,36.27,19.13,3.69,26.46,14.24,12.22,17.35,2.2,3.64,0.78,2.86,2.85,3.95,0.95,3.0
1994-12-31,1994,12,Arghakhanchi,27.9,83.2,0.0,93.83,3.37,28.76,15.28,-2.85,23.24,10.48,12.76,12.61,2.29,4.26,0.78,3.47,3.02,4.58,0.94,3.64
1995-01-31,1995,1,Arghakhanchi,27.9,83.2,14.24,93.81,3.37,33.31,13.24,-2.96,20.68,8.56,12.12,11.39,2.52,4.47,0.92,3.55,3.41,5.28,1.18,4.1
1995-02-28,1995,2,Arghakhanchi,27.9,83.2,13.89,93.52,3.76,29.75,16.58,-1.66,24.39,10.85,13.53,15.57,2.85,5.23,0.87,4.36,3.84,5.94,1.14,4.8
1995-03-31,1995,3,Arghakhanchi,27.9,83.2,3.67,93.34,3.82,21.54,21.95,-1.44,30.23,15.33,14.89,21.97,3.53,6.49,1.48,5.0,4.85,7.33,2.07,5.26
1995-04-30,1995,4,Arghakhanchi,27.9,83.2,2.9,93.03,3.75,14.81,27.42,-1.75,35.67,19.97,15.71,27.92,3.88,6.83,1.74,5.09,5.24,7.74,2.37,5.37
1995-05-31,1995,5,Arghakhanchi,27.9,83.2,6.62,92.66,6.49,20.61,31.67,4.98,39.08,24.28,14.8,33.15,3.58,6.14,1.43,4.71,4.69,6.98,1.99,4.99
1995-06-30,1995,6,Arghakhanchi,27.9,83.2,148.82,92.34,13.52,46.46,30.79,16.94,36.39,25.46,10.93,32.54,2.58,3.94,1.1,2.83,3.32,4.96,1.63,3.33
1995-07-31,1995,7,Arghakhanchi,27.9,83.2,198.24,92.39,18.07,73.14,27.36,21.96,31.51,23.81,7.7,28.14,2.77,4.52,1.26,3.26,3.82,5.26,2.24,3.02
1995-08-31,1995,8,Arghakhanchi,27.9,83.2,237.24,92.58,18.51,82.0,25.8,22.35,29.29,22.92,6.37,26.03,2.8,4.44,1.36,3.07,4.01,5.53,2.45,3.08
1995-09-30,1995,9,Arghakhanchi,27.9,83.2,78.81,92.91,16.85,78.18,25.09,20.9,29.21,21.93,7.29,25.47,2.58,4.54,0.96,3.58,3.57,5.29,1.66,3.63
1995-10-31,1995,10,Arghakhanchi,27.9,83.2,3.29,93.37,10.16,50.66,23.68,12.28,29.91,18.94,10.97,23.19,1.95,3.43,0.67,2.77,2.51,3.71,0.89,2.82
1995-11-30,1995,11,Arghakhanchi,27.9,83.2,38.77,93.52,5.73,38.69,18.92,3.87,26.29,14.0,12.29,17.02,2.28,3.83,0.9,2.94,3.07,4.53,1.08,3.45
1995-12-31,1995,12,Arghakhanchi,27.9,83.2,4.78,93.86,4.19,36.91,15.05,0.14,22.41,10.47,11.94,12.85,2.21,4.29,0.7,3.59,2.9,4.76,0.83,3.93
1996-01-31,1996,1,Arghakhanchi,27.9,83.2,47.85,93.63,3.92,37.99,13.64,-1.03,21.13,9.0,12.14,11.52,2.47,4.87,0.8,4.07,3.32,5.51,1.02,4.49
1996-02-29,1996,2,Arghakhanchi,27.9,83.2,29.94,93.54,4.6,37.37,16.44,1.06,23.86,11.12,12.74,15.0,2.76,4.97,1.03,3.94,3.78,5.83,1.31,4.52
1996-03-31,1996,3,Arghakhanchi,27.9,83.2,1.41,93.08,5.41,29.37,22.78,3.54,30.89,16.34,14.55,22.56,3.64,6.71,1.41,5.3,5.0,7.8,1.93,5.87
1996-04-30,1996,4,Arghakhanchi,27.9,83.2,32.59,93.0,4.82,20.23,26.55,0.67,34.78,19.02,15.76,26.7,3.27,5.56,1.32,4.23,4.33,6.2,1.8,4.4
1996-05-31,1996,5,Arghakhanchi,27.9,83.2,15.66,92.64,5.84,19.17,31.05,4.27,38.88,23.0,15.88,32.16,3.45,5.97,1.23,4.73,4.57,6.79,1.51,5.28
1996-06-30,1996,6,Arghakhanchi,27.9,83.2,107.67,92.56,13.83,49.42,29.79,17.27,35.06,24.66,10.4,31.53,2.86,4.7,1.11,3.6,3.61,5.19,1.78,3.41
1996-07-31,1996,7,Arghakhanchi,27.9,83.2,166.33,92.39,17.43,70.03,27.64,21.3,31.88,23.86,8.02,28.54,2.68,4.52,1.0,3.52,3.58,5.08,1.75,3.33
1996-08-31,1996,8,Arghakhanchi,27.9,83.2,267.12,92.69,18.03,80.13,25.83,21.95,29.41,22.96,6.44,26.25,2.49,4.22,0.99,3.24,3.45,4.93,1.8,3.13
1996-09-30,1996,9,Arghakhanchi,27.9,83.2,45.4,92.83,16.92,78.57,25.1,20.93,29.09,21.86,7.23,25.34,2.03,3.67,0.71,2.96,2.76,4.13,1.16,2.97
1996-10-31,1996,10,Arghakhanchi,27.9,83.2,60.83,93.34,11.43,63.09,22.28,14.61,27.58,18.42,9.16,21.91,2.06,3.68,0.66,3.03,2.74,4.28,0.96,3.32
1996-11-30,1996,11,Arghakhanchi,27.9,83.2,0.0,93.51,5.09,35.08,18.61,2.65,26.37,13.81,12.55,16.42,2.22,4.0,0.73,3.27,2.94,4.44,0.79,3.64
1996-12-31,1996,12,Arghakhanchi,27.9,83.2,0.0,93.77,3.26,29.02,14.86,-3.09,22.81,10.21,12.59,11.74,2.07,3.92,0.67,3.26,2.63,4.05,0.74,3.31
1997-01-31,1997,1,Arghakhanchi,27.9,83.2,5.29,93.71,2.99,30.21,13.27,-4.32,21.04,8.48,12.56,11.19,2.45,4.44,0.87,3.57,3.24,4.79,1.07,3.72
1997-02-28,1997,2,Arghakhanchi,27.9,83.2,0.03,93.38,2.45,20.9,15.67,-6.65,24.27,9.55,14.72,14.49,2.88,5.27,1.08,4.2,3.9,6.15,1.35,4.8
1997-03-31,1997,3,Arghakhanchi,27.9,83.2,1.91,93.33,3.38,18.87,21.94,-3.37,30.04,15.51,14.53,21.63,3.36,5.99,1.21,4.78,4.48,6.78,1.59,5.2
1997-04-30,1997,4,Arghakhanchi,27.9,83.2,27.42,93.22,5.84,28.21,24.9,4.33,32.21,18.07,14.14,25.67,3.0,5.26,0.91,4.35,3.95,6.12,1.2,4.92
1997-05-31,1997,5,Arghakhanchi,27.9,83.2,11.08,92.78,5.43,19.57,29.65,3.02,37.36,21.93,15.43,30.89,3.54,6.23,1.31,4.91,4.69,7.0,1.61,5.39
1997-06-30,1997,6,Arghakhanchi,27.9,83.2,40.91,92.47,11.42,38.02,31.04,14.3,37.08,25.01,12.06,33.08,3.16,5.54,1.08,4.47,4.04,6.13,1.53,4.6
1997-07-31,1997,7,Arghakhanchi,27.9,83.2,124.14,92.37,17.47,66.93,28.34,21.4,33.02,24.39,8.63,29.76,2.67,4.64,0.89,3.75,3.35,5.0,1.47,3.52
1997-08-31,1997,8,Arghakhanchi,27.9,83.2,116.01,92.62,17.11,69.86,27.3,21.1,31.95,23.51,8.44,28.32,2.87,4.95,1.0,3.96,3.82,5.64,1.81,3.83
1997-09-30,1997,9,Arghakhanchi,27.9,83.2,61.39,93.02,15.18,67.43,25.85,19.07,30.98,21.9,9.08,26.65,2.52,4.63,0.71,3.93,3.26,5.04,1.12,3.92
1997-10-31,1997,10,Arghakhanchi,27.9,83.2,11.66,93.66,8.52,46.46,22.61,10.29,28.97,18.08,10.9,22.63,2.18,3.86,0.76,3.1,2.91,4.46,0.93,3.53
1997-11-30,1997,11,Arghakhanchi,27.9,83.2,4.05,93.75,5.78,38.57,19.32,4.48,26.36,14.75,11.61,18.31,2.27,4.01,0.83,3.18,3.04,4.44,0.97,3.47
1997-12-31,1997,12,Arghakhanchi,27.9,83.2,27.69,93.85,4.84,44.99,14.12,1.67,20.8,10.13,10.67,12.46,2.15,3.99,0.63,3.36,2.86,4.48,0.87,3.61
1998-01-31,1998,1,Arghakhanchi,27.9,83.2,3.37,93.74,3.53,34.84,13.1,-2.45,20.68,8.52,12.16,11.25,2.36,4.69,0.72,3.97,3.12,5.06,0.86,4.2
1998-02-28,1998,2,Arghakhanchi,27.9,83.2,4.58,93.67,4.02,31.89,16.38,-1.18,24.21,11.13,13.09,15.65,2.85,5.29,1.17,4.12,3.88,5.98,1.44,4.54
1998-03-31,1998,3,Arghakhanchi,27.9,83.2,19.59,93.4,4.7,30.61,19.76,1.2,27.36,13.74,13.63,19.7,3.3,6.15,1.05,5.1,4.46,6.97,1.43,5.55
1998-04-30,1998,4,Arghakhanchi,27.9,83.2,16.95,93.18,5.15,22.26,26.65,2.57,34.56,19.37,15.19,27.18,3.11,5.34,1.18,4.16,4.05,6.2,1.51,4.7
1998-05-31,1998,5,Arghakhanchi,27.9,83.2,16.01,92.8,8.32,28.25,30.86,9.2,37.95,23.94,14.01,32.5,2.95,4.77,1.04,3.72,3.73,5.68,1.48,4.2
1998-06-30,1998,6,Arghakhanchi,27.9,83.2,53.97,92.44,12.33,40.2,31.72,14.44,37.68,25.82,11.85,33.65,3.18,5.18,1.27,3.91,3.96,5.69,1.9,3.79
1998-07-31,1998,7,Arghakhanchi,27.9,83.2,320.18,92.43,18.93,77.67,27.15,22.71,31.14,23.81,7.33,27.97,2.94,4.93,1.18,3.76,3.97,5.77,2.05,3.72
1998-08-31,1998,8,Arghakhanchi,27.9,83.2,327.0,92.7,19.42,87.34,25.56,23.18,28.81,22.96,5.85,25.87,2.6,4.29,1.11,3.18,3.62,5.16,2.03,3.12
1998-09-30,1998,9,Arghakhanchi,27.9,83.2,89.72,93.02,17.67,82.71,24.96,21.67,28.84,21.9,6.94,25.1,2.37,3.97,0.96,3.01,3.34,4.69,1.67,3.01
1998-10-31,1998,10,Arghakhanchi,27.9,83.2,58.01,93.26,13.36,66.94,23.77,16.89,28.99,19.99,9.0,23.33,1.95,3.38,0.72,2.66,2.63,3.92,1.03,2.89
1998-11-30,1998,11,Arghakhanchi,27.9,83.2,1.74,93.56,7.51,47.76,19.97,8.03,26.46,15.72,10.74,18.37,1.94,3.17,0.75,2.42,2.54,3.75,0.9,2.85
1998-12-31,1998,12,Arghakhanchi,27.9,83.2,0.0,93.78,3.87,32.98,15.45,-0.99,22.83,11.04,11.79,12.47,1.96,3.49,0.85,2.64,2.47,3.6,0.97,2.64
1999-01-31,1999,1,Arghakhanchi,27.9,83.2,13.32,93.62,3.83,36.17,14.02,-1.23,21.57,9.4,12.17,11.78,2.26,4.16,0.78,3.38,2.96,4.6,0.96,3.64
1999-02-28,1999,2,Arghakhanchi,27.9,83.2,1.55,93.69,3.95,26.89,19.1,-0.89,27.4,13.46,13.94,17.85,2.79,5.17,1.09,4.07,3.86,5.83,1.39,4.44
1999-03-31,1999,3,Arghakhanchi,27.9,83.2,0.09,92.97,2.46,12.89,23.1,-6.62,32.33,15.59,16.75,22.45,3.87,6.98,1.62,5.36,5.32,8.05,2.21,5.84
1999-04-30,1999,4,Arghakhanchi,27.9,83.2,4.41,92.81,2.34,9.08,28.33,-7.3,37.72,20.11,17.62,28.08,3.55,6.0,1.28,4.72,4.81,7.06,1.57,5.48
1999-05-31,1999,5,Arghakhanchi,27.9,83.2,47.87,92.58,8.85,31.43,29.89,9.99,36.85,22.89,13.96,31.1,2.77,4.56,0.94,3.62,3.54,5.39,1.26,4.13
1999-06-30,1999,6,Arghakhanchi,27.9,83.2,69.86,92.43,12.78,44.12,30.38,15.45,36.32,24.83,11.49,32.2,3.12,5.12,1.18,3.94,3.93,5.81,1.69,4.12
1999-07-31,1999,7,Arghakhanchi,27.9,83.2,102.91,92.32,16.74,62.63,28.74,20.71,33.7,24.56,9.14,30.29,3.08,5.23,1.01,4.23,3.89,5.81,1.62,4.19
1999-08-31,1999,8,Arghakhanchi,27.9,83.2,155.62,92.57,17.43,72.51,27.0,21.4,31.27,23.54,7.73,27.91,2.47,4.27,0.84,3.43,3.24,4.7,1.43,3.27
1999-09-30,1999,9,Arghakhanchi,27.9,83.2,46.7,92.94,16.7,75.07,25.64,20.77,29.91,22.3,7.61,26.25,2.36,4.14,0.99,3.16,3.26,4.7,1.74,2.96
1999-10-31,1999,10,Arghakhanchi,27.9,83.2,64.71,93.3,10.54,55.24,23.11,13.02,29.23,18.63,10.6,22.61,2.11,3.48,0.83,2.64,2.83,3.98,1.17,2.81
1999-11-30,1999,11,Arghakhanchi,27.9,83.2,0.0,93.59,4.92,32.64,19.02,1.9,26.62,14.01,12.61,17.02,2.21,3.8,0.78,3.03,2.95,4.28,0.89,3.39
1999-12-31,1999,12,Arghakhanchi,27.9,83.2,0.81,93.78,3.51,29.82,15.47,-2.28,23.15,10.9,12.25,12.86,2.19,3.8,0.91,2.89,2.85,4.06,1.05,3.01
2000-01-31,2000,1,Arghakhanchi,27.9,83.2,3.47,93.59,2.84,24.9,14.89,-4.93,22.82,9.91,12.91,12.8,2.44,4.49,0.82,3.68,3.21,4.98,0.94,4.03
2000-02-29,2000,2,Arghakhanchi,27.9,83.2,5.02,93.45,2.92,25.51,15.29,-5.15,23.31,9.65,13.66,14.5,3.04,5.21,1.31,3.9,4.11,6.12,1.7,4.42
2000-03-31,2000,3,Arghakhanchi,27.9,83.2,1.3,93.2,2.52,15.04,21.36,-6.34,29.92,14.22,15.7,21.06,3.11,5.34,1.16,4.18,4.17,6.23,1.41,4.82
2000-04-30,2000,4,Arghakhanchi,27.9,83.2,1.1,92.77,3.47,13.33,28.14,-3.28,36.65,20.34,16.31,28.35,3.58,6.21,1.32,4.89,4.76,7.06,1.74,5.32
2000-05-31,2000,5,Arghakhanchi,27.9,83.2,65.49,92.66,10.62,37.15,30.24,12.85,36.45,24.38,12.07,31.84,2.76,4.71,1.04,3.67,3.52,5.19,1.38,3.81
2000-06-30,2000,6,Arghakhanchi,27.9,83.2,159.28,92.46,15.82,61.32,28.29,19.69,32.95,24.09,8.86,29.4,3.09,5.09,1.24,3.85,4.0,5.81,1.94,3.87
2000-07-31,2000,7,Arghakhanchi,27.9,83.2,220.04,92.43,18.5,77.12,26.86,22.34,30.58,23.62,6.96,27.46,2.71,4.48,1.08,3.4,3.7,5.19,1.94,3.24
2000-08-31,2000,8,Arghakhanchi,27.9,83.2,294.4,92.57,18.02,76.37,26.6,21.95,30.73,23.11,7.62,27.21,2.67,4.55,1.05,3.5,3.67,5.38,1.79,3.59
2000-09-30,2000,9,Arghakhanchi,27.9,83.2,148.9,92.9,16.71,81.76,24.14,20.61,27.77,21.21,6.56,23.89,1.95,3.25,0.8,2.45,2.75,4.05,1.28,2.77
2000-10-31,2000,10,Arghakhanchi,27.9,83.2,0.5,93.25,10.47,54.56,23.15,13.14,29.24,18.74,10.5,22.03,1.94,3.2,0.65,2.55,2.52,3.65,0.77,2.88
2000-11-30,2000,11,Arghakhanchi,27.9,83.2,3.9,93.57,6.43,43.92,18.84,6.07,25.84,14.54,11.3,17.03,2.16,3.68,0.69,2.99,2.93,4.3,0.82,3.49
2000-12-31,2000,12,Arghakhanchi,27.9,83.2,0.18,93.67,3.75,33.46,14.8,-1.27,22.35,10.5,11.85,11.82,1.94,3.63,0.68,2.95,2.52,3.99,0.7,3.29
2001-01-31,2001,1,Arghakhanchi,27.9,83.2,0.11,93.52,3.22,31.0,13.62,-3.57,21.58,8.71,12.87,11.15,2.26,4.35,0.87,3.48,2.96,4.77,1.02,3.75
2001-02-28,2001,2,Arghakhanchi,27.9,83.2,0.39,93.36,2.91,20.99,17.6,-5.06,26.17,11.7,14.47,15.95,2.74,5.01,1.12,3.89,3.67,5.64,1.24,4.41
2001-03-31,2001,3,Arghakhanchi,27.9,83.2,5.75,93.29,2.94,15.97,22.09,-4.91,30.72,15.22,15.5,21.69,3.18,5.52,1.26,4.27,4.29,6.44,1.56,4.88
2001-04-30,2001,4,Arghakhanchi,27.9,83.2,9.77,93.04,4.7,19.73,27.31,1.06,35.2,20.03,15.17,27.89,3.37,6.05,1.11,4.93,4.49,6.84,1.37,5.47
2001-05-31,2001,5,Arghakhanchi,27.9,83.2,55.24,92.63,10.58,37.86,29.65,13.29,35.94,23.51,12.43,31.14,2.69,4.51,0.91,3.6,3.41,5.02,1.25,3.78
2001-06-30,2001,6,Arghakhanchi,27.9,83.2,114.89,92.38,15.53,57.39,29.09,19.39,33.91,24.67,9.24,30.6,2.58,4.43,0.91,3.52,3.24,4.81,1.5,3.31
2001-07-31,2001,7,Arghakhanchi,27.9,83.2,162.3,92.44,17.69,68.24,28.27,21.62,32.71,24.56,8.15,29.34,2.76,4.56,1.05,3.5,3.6,5.29,1.79,3.51
2001-08-31,2001,8,Arghakhanchi,27.9,83.2,203.49,92.62,18.27,74.48,27.26,22.17,31.51,23.7,7.82,27.94,2.33,4.2,0.66,3.54,3.1,4.72,1.13,3.59
2001-09-30,2001,9,Arghakhanchi,27.9,83.2,187.56,92.98,16.53,78.37,24.76,20.52,28.71,21.5,7.22,24.57,1.8,3.14,0.62,2.51,2.44,3.61,0.95,2.66
2001-10-31,2001,10,Arghakhanchi,27.9,83.2,44.5,93.34,11.57,61.77,22.81,14.57,28.31,18.78,9.53,21.94,2.05,3.53,0.72,2.81,2.76,4.08,1.06,3.02
2001-11-30,2001,11,Arghakhanchi,27.9,83.2,1.84,93.7,6.36,43.03,18.94,5.75,25.88,14.59,11.28,16.76,2.03,3.63,0.78,2.85,2.65,4.04,0.96,3.08
2001-12-31,2001,12,Arghakhanchi,27.9,83.2,0.0,93.91,4.12,37.25,14.64,-0.06,21.86,10.38,11.49,11.79,1.94,3.61,0.61,2.99,2.47,3.9,0.72,3.18
2002-01-31,2002,1,Arghakhanchi,27.9,83.2,15.52,93.74,4.35,41.25,13.8,0.25,20.72,9.66,11.05,11.86,2.27,3.92,0.93,2.99,3.13,4.86,1.17,3.69
2002-02-28,2002,2,Arghakhanchi,27.9,83.2,17.97,93.76,4.35,33.51,17.09,0.29,25.19,11.72,13.47,15.75,2.71,4.95,1.02,3.93,3.67,5.75,1.3,4.45
2002-03-31,2002,3,Arghakhanchi,27.9,83.2,4.48,93.33,4.13,23.1,22.61,-0.08,30.72,15.99,14.73,22.27,2.92,5.14,1.01,4.14,3.86,5.81,1.12,4.69
2002-04-30,2002,4,Arghakhanchi,27.9,83.2,0.44,92.99,4.63,18.42,27.82,0.86,35.76,20.39,15.37,28.34,3.18,5.44,1.06,4.39,4.15,6.17,1.36,4.81
2002-05-31,2002,5,Arghakhanchi,27.9,83.2,35.33,92.63,9.48,34.39,29.83,10.54,36.58,23.32,13.25,31.45,3.17,5.01,1.35,3.66,3.99,5.72,1.99,3.72
2002-06-30,2002,6,Arghakhanchi,27.9,83.2,70.39,92.49,13.63,46.96,30.28,17.2,35.86,24.95,10.91,31.82,2.77,4.56,1.03,3.53,3.45,4.98,1.59,3.38
2002-07-31,2002,7,Arghakhanchi,27.9,83.2,125.96,92.31,15.19,52.93,30.21,18.89,35.68,25.53,10.16,31.32,2.73,4.65,1.06,3.59,3.58,5.25,1.62,3.63
2002-08-31,2002,8,Arghakhanchi,27.9,83.2,40.8,92.63,16.67,65.07,28.01,20.7,32.83,23.97,8.86,29.22,2.95,5.09,1.09,4.0,3.88,5.71,1.95,3.77
2002-09-30,2002,9,Arghakhanchi,27.9,83.2,102.33,93.05,14.68,64.33,26.16,18.69,31.31,22.2,9.11,26.89,2.56,4.47,0.9,3.57,3.48,5.15,1.53,3.62
2002-10-31,2002,10,Arghakhanchi,27.9,83.2,10.51,93.4,9.67,48.47,23.7,11.84,30.09,18.74,11.35,23.45,2.16,3.8,0.69,3.11,2.79,4.14,0.93,3.22
2002-11-30,2002,11,Arghakhanchi,27.9,83.2,1.06,93.62,5.49,35.67,19.68,3.71,27.1,14.86,12.24,18.21,2.27,3.95,0.85,3.1,2.99,4.36,0.97,3.4
2002-12-31,2002,12,Arghakhanchi,27.9,83.2,20.52,93.72,3.62,31.39,15.42,-1.81,22.89,10.83,12.06,13.18,2.18,4.04,0.86,3.18,2.88,4.51,0.94,3.56
2003-01-31,2003,1,Arghakhanchi,27.9,83.2,9.45,93.83,3.53,34.57,13.44,-2.6,21.31,8.77,12.54,10.98,2.22,4.27,0.7,3.56,2.91,4.73,0.82,3.91
2003-02-28,2003,2,Arghakhanchi,27.9,83.2,24.36,93.64,4.92,39.94,16.37,1.97,23.7,11.16,12.54,15.45,2.67,4.73,1.01,3.72,3.57,5.52,1.3,4.22
